Activities,,,,,,,,,,,,,,
Start,,,,,,,,,,,,,,
Project ID,CTO.PG.Workpack Number,Project Name,Activity ID,Activity Name,BL Project Start,BL Project Finish,Original Duration,Start,Finish,Remaining Duration,At Completion Duration,Physical % Complete,Total Float,CTO.PG.PPC Planner
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3460,TOR Reactor Inspections Relaxations: Optioneering Complete (Outline Safety Case / ALARP Strategy),,07-Apr-25,0,,31-Mar-26,0,0,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3700,>>>OUTGOING ENABLER - NSRS's Complete - Feeds B-D Plan (Start Authoring References),,15-Jul-25,0,,31-Mar-26,0,0,0%,32,OGAH Alima
 Subtotal,,,,,14-Mar-25,09-Jun-26,48,03-Mar-26,12-May-26,48,48,,1646,OGAH Alima
 01-Apr-26,,,,,,,,,,,,,,
    W155LT,W155,HRA Security,W155..2580,Implement administratively based mitigations,01-Apr-26,23-Apr-26,15,01-Apr-26*,23-Apr-26,15,15,0%,176,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.2390,Thales Long Term Support Contract Q2 2026,01-Apr-26,30-Jun-26,61,01-Apr-26,30-Jun-26,61,61,0%,1014,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.2400,Thales Long Term Support Contract Q2 2026,01-Apr-26,30-Jun-26,61,01-Apr-26*,30-Jun-26,61,61,0%,1144,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.1720,Worldgrid Software Modification Support (LAMPS) - Q2 2026,01-Apr-26,30-Jun-26,61,01-Apr-26,30-Jun-26,61,61,0%,1397,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.1705,Thales POLARIS & AIC Support Contract Q2 2026,01-Apr-26,30-Jun-26,61,01-Apr-26,30-Jun-26,61,61,0%,1397,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.1701,Worldgrid System Engineering Support (SQEP) Q2 2026,01-Apr-26,30-Jun-26,61,01-Apr-26*,30-Jun-26,61,61,0%,1397,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.1703,Worldgrid Long Term Support Contract Q2 2026,01-Apr-26,30-Jun-26,61,01-Apr-26,30-Jun-26,61,61,0%,1397,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1295,TOR Thales Long Term Support Contract - Q2 2026,01-Apr-26,30-Jun-26,61,01-Apr-26,30-Jun-26,61,61,0%,1523,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1295,HYB Thales Long Term Support Contract - Q2 2026,02-Jan-25,27-Mar-25,61,01-Apr-26,30-Jun-26,61,61,0%,1523,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1270,HYB Argus Support Contract - Q3 2026,01-Apr-25,01-Apr-25,1,01-Apr-26,01-Apr-26,1,1,0%,1652,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.1780,## Gate D Submission - (Cost Summary)  ##,16-Jul-25,19-Aug-25,32,01-Apr-26,19-May-26,32,32,0%,0,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.1830,Hold Project Closeout and Lessons Learned Meeting,16-Jul-25,16-Jul-25,1,01-Apr-26,01-Apr-26,1,1,0%,12,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.1665,TOR Argus Support Contract - Q3 2026,01-Jul-26,30-Sep-26,65,01-Apr-26,06-Jul-26,65,65,0%,1584,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.1780,## Gate D Submission - (Cost Summary)  ##,16-Jul-25,19-Aug-25,32,01-Apr-26,19-May-26,32,32,0%,0,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.1830,Hold Project Closeout and Lessons Learned Meeting,16-Jul-25,16-Jul-25,1,01-Apr-26,01-Apr-26,1,1,0%,12,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.1275,HYB Argus Support Contract - Q2 2026,02-Apr-25,01-Jul-25,61,02-Apr-26,01-Jul-26,61,61,0%,1652,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25510,"LSR Data Export, Analysis, Draft Report",02-Apr-26,24-Apr-26,15,02-Apr-26,24-Apr-26,15,15,0%,1412,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1610,Prepare Draft Project Definition Document (PDD),02-Apr-26,17-Apr-26,10,02-Apr-26,17-Apr-26,10,10,0%,11,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1620,PCL Validate & Approve Baseline Package for PRC Submission,02-Apr-26,17-Apr-26,10,02-Apr-26,17-Apr-26,10,10,0%,11,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1630,Add Data to PRC / IMS2 Paper,02-Apr-26,17-Apr-26,10,02-Apr-26,17-Apr-26,10,10,0%,11,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1640,Update Schedule/Estimate from Risk Log & Add Provisions,02-Apr-26,17-Apr-26,10,02-Apr-26,17-Apr-26,10,10,0%,11,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1650,Complete Risk Log with Estimates,02-Apr-26,17-Apr-26,10,02-Apr-26,17-Apr-26,10,10,0%,11,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1660,Hold Risk Workshop,02-Apr-26,17-Apr-26,10,02-Apr-26,17-Apr-26,10,10,0%,11,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.1820,Produce Lessons Learned Report,17-Jul-25,17-Jul-25,1,02-Apr-26,02-Apr-26,1,1,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.1820,Produce Lessons Learned Report,17-Jul-25,17-Jul-25,1,02-Apr-26,02-Apr-26,1,1,0%,12,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1770,Hold Risk Workshop,02-Apr-26,17-Apr-26,10,02-Apr-26,17-Apr-26,10,10,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1780,Complete Risk Log with Estimates,02-Apr-26,17-Apr-26,10,02-Apr-26,17-Apr-26,10,10,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1790,Update Schedule/Estimate from Risk Log & Add Provisions,02-Apr-26,17-Apr-26,10,02-Apr-26,17-Apr-26,10,10,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1800,Add Data to PRC / IMS2 Paper,02-Apr-26,17-Apr-26,10,02-Apr-26,17-Apr-26,10,10,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1810,PCL Validate & Approve Baseline Package for PRC Submission,02-Apr-26,17-Apr-26,10,02-Apr-26,17-Apr-26,10,10,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1820,Prepare Draft Project Definition Document (PDD),02-Apr-26,17-Apr-26,10,02-Apr-26,17-Apr-26,10,10,0%,11,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.3690,All CAT 2 Safety Cases: Lessons Learned Milestone - Gate D Lessons Learned Report Produced,,17-Jul-25,0,,02-Apr-26,0,0,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.3690,All CAT 2 Safety Cases: Lessons Learned Milestone - Gate D Lessons Learned Report Produced,,17-Jul-25,0,,02-Apr-26,0,0,0%,12,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.1810,Produce Project Closeout Report,18-Jul-25,21-Jul-25,2,07-Apr-26,08-Apr-26,2,2,0%,12,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.25540,Issue LSR,07-Apr-26,07-Apr-26,1,07-Apr-26,07-Apr-26,1,1,0%,1202,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.10350,HYB 2026 TGN097 R8 - Inspection,07-Apr-26,13-Apr-26,5,07-Apr-26,13-Apr-26,5,5,0%,1681,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.1810,Produce Project Closeout Report,18-Jul-25,21-Jul-25,2,07-Apr-26,08-Apr-26,2,2,0%,12,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.25630,HYA 2026 LSR Issued,,07-Apr-26,0,,07-Apr-26,0,0,0%,1202,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.1790,Prepare Gate D PRC Paper,22-Jul-25,29-Jul-25,6,09-Apr-26,16-Apr-26,6,6,0%,12,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.1790,Prepare Gate D PRC Paper,22-Jul-25,29-Jul-25,6,09-Apr-26,16-Apr-26,6,6,0%,12,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4520,TOR 2026 LSR - Recommendation Sentencing Workshop Preparation and Event,10-Jun-26,23-Jun-26,10,10-Apr-26,23-Apr-26,10,10,0%,1668,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4520,HYB 2026 LSR - Recommendation Sentencing Workshop Preparation and Event,10-Apr-26,23-Apr-26,10,10-Apr-26,23-Apr-26,10,10,0%,1668,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.10360,"HYB 2026 TGN097 R8 - Draft Report Produced, Internal Review and Issue to EDF",14-Apr-26,27-Apr-26,10,14-Apr-26,27-Apr-26,10,10,0%,1681,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1670,Ensure Alignment of Schedule & Estimate,16-Apr-26,17-Apr-26,2,16-Apr-26,17-Apr-26,2,2,0%,11,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1680,Estimate Scope +/- 10% B-B+ & +/- 30% Lifecycle,16-Apr-26,17-Apr-26,2,16-Apr-26,17-Apr-26,2,2,0%,11,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1690,Plan Scope in Primavera (Level 2 B-B+ &  Level 1 Lifecycle),16-Apr-26,17-Apr-26,2,16-Apr-26,17-Apr-26,2,2,0%,11,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1700,Define Project Control Structures (WBS/CBS/OBS/PBS),16-Apr-26,17-Apr-26,2,16-Apr-26,17-Apr-26,2,2,0%,11,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1720,Case Production Plan Peer Review & Update,16-Apr-26,17-Apr-26,2,16-Apr-26,17-Apr-26,2,2,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1830,Case Production Plan Peer Review & Update,16-Apr-26,17-Apr-26,2,16-Apr-26,17-Apr-26,2,2,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1840,Define Project Control Structures (WBS/CBS/OBS/PBS),16-Apr-26,17-Apr-26,2,16-Apr-26,17-Apr-26,2,2,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1850,Plan Scope in Primavera (Level 2 B-B+ &  Level 1 Lifecycle),16-Apr-26,17-Apr-26,2,16-Apr-26,17-Apr-26,2,2,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1860,Estimate Scope +/- 10% B-B+ & +/- 30% Lifecycle,16-Apr-26,17-Apr-26,2,16-Apr-26,17-Apr-26,2,2,0%,11,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1870,Ensure Alignment of Schedule & Estimate,16-Apr-26,17-Apr-26,2,16-Apr-26,17-Apr-26,2,2,0%,11,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.9170,HPB PSR3 Extension EC: ONR Agree/Acknowledge Safety Case EC 374794,,22-Apr-25,0,,21-Apr-26,0,0,0%,157,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.9180,HPB PSR3 Extension EC: Station Approve EC 374794,,22-Apr-25,0,,21-Apr-26,0,0,0%,157,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8540,HPB PSR3 Extension EC: Revise all Affected Drawings and Documents for EC Approval,23-Apr-25,07-May-25,10,22-Apr-26,06-May-26,10,10,0%,157,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4510,TOR 2026 LSR - Draft Report Produced and Issued for EDF Review,24-Jun-26,08-Jul-26,11,24-Apr-26,11-May-26,11,11,0%,1668,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4510,HYB 2026 LSR - Draft Report Produced and Issued for EDF Review,24-Apr-26,11-May-26,11,24-Apr-26,11-May-26,11,11,0%,1668,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25720,DNB 2026 2.10 - Installation R1,24-Apr-26,08-May-26,10,24-Apr-26,08-May-26,10,10,0%,1404,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25520,Issue Recommendations,27-Apr-26,27-Apr-26,1,27-Apr-26,27-Apr-26,1,1,0%,1412,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.10370,HYB 2026 TGN097 R8 - EDF Review,28-Apr-26,12-May-26,10,28-Apr-26,12-May-26,10,10,0%,1681,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25530,Recommendations Workshop,30-Apr-26,30-Apr-26,1,30-Apr-26,30-Apr-26,1,1,0%,1412,OGAH Alima
 Subtotal,,,,,02-Jan-25,30-Sep-26,65,01-Apr-26,06-Jul-26,65,65,,1649,OGAH Alima
 01-May-26,,,,,,,,,,,,,,
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25540,"LSR Update, Internal Review & Issue to EDF",01-May-26,15-May-26,10,01-May-26,15-May-26,10,10,0%,1412,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1710,Gate B+ PRC Paper Submission,06-May-26,06-May-26,1,06-May-26,06-May-26,1,1,0%,0,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.1800,Gate D PRC Paper Submission,06-Aug-25,06-Aug-25,1,06-May-26,06-May-26,1,1,0%,0,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.1800,Gate D PRC Paper Submission,06-Aug-25,06-Aug-25,1,06-May-26,06-May-26,1,1,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1880,Gate B+ PRC Paper Submission,06-May-26,06-May-26,1,06-May-26,06-May-26,1,1,0%,0,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8510,HPB PSR3 Extension EC: Develop Implementation & closeout Plan,08-May-25,21-May-25,10,07-May-26,20-May-26,10,10,0%,157,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1730,PRC Members Review PRC / IMS2 Documentation,07-May-26,08-May-26,2,07-May-26,08-May-26,2,2,0%,6,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1890,PRC Members Review PRC / IMS2 Documentation,07-May-26,08-May-26,2,07-May-26,08-May-26,2,2,0%,6,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25790,DNB 2026 2.10 - Installation R21,,08-May-26,0,,08-May-26,0,0,0%,1433,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4500,TOR 2026 LSR - EDF Review Comments Produced and Provided,09-Jul-26,23-Jul-26,11,12-May-26,27-May-26,11,11,0%,1668,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4500,HYB 2026 LSR - EDF Review Comments Produced and Provided,12-May-26,27-May-26,11,12-May-26,27-May-26,11,11,0%,1668,OGAH Alima
    ER7580LT,W194,HPB DPCS Defueling Support,W194.25690,Revised Costs Provided,12-May-26,07-Jul-26,30,13-May-26,24-Jun-26,30,30,0%,299,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.10380,HYB 2026 TGN097 R8 - Update and Issue Report,13-May-26,19-May-26,5,13-May-26,19-May-26,5,5,0%,1681,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25550,EDF Review,18-May-26,01-Jun-26,10,18-May-26,01-Jun-26,10,10,0%,1412,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1760,Hold PRC Meeting,19-May-26,19-May-26,1,19-May-26,19-May-26,1,1,0%,0,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.1840,Gate D - Hold PRC Meeting,19-Aug-25,19-Aug-25,1,19-May-26,19-May-26,1,1,0%,0,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.1840,Gate D - Hold PRC Meeting,19-Aug-25,19-Aug-25,1,19-May-26,19-May-26,1,1,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1900,Hold PRC Meeting,19-May-26,19-May-26,1,19-May-26,19-May-26,1,1,0%,0,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.1110,Gate D Approved,,19-Aug-25,0,,19-May-26,0,0,0%,0,OGAH Alima
    W230LT,W230,HYB Enhanced Defueling Safety Case Strategy,W230.1020,Project Finish,,19-Aug-25,0,,19-May-26,0,0,0%,0,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.1110,Gate D Approved,,19-Aug-25,0,,19-May-26,0,0,0%,0,OGAH Alima
    W234LT,W234,TOR Enhanced Defueling Safety Case Strategy,W234.1020,Project Finish,,19-Aug-25,0,,19-May-26,0,0,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1750,"Modify Estimate, Schedule & Risk Log as Required",20-May-26,21-May-26,2,20-May-26,21-May-26,2,2,0%,0,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.10390,HYB 2026 TGN097 R8 - Report,20-May-26,20-May-26,1,20-May-26,20-May-26,1,1,0%,1681,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1910,"Modify Estimate, Schedule & Risk Log as Required",20-May-26,21-May-26,2,20-May-26,21-May-26,2,2,0%,0,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.10460,HYB 2026 TGN097 R8 - Report,,20-May-26,0,,20-May-26,0,0,0%,1681,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.8590,HPB PSR3 Extension EC: Post Job Debrief (CAT 2),22-May-25,22-May-25,1,21-May-26,21-May-26,1,1,0%,157,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1740,Modify PRC Paper as Required,21-May-26,21-May-26,1,21-May-26,21-May-26,1,1,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1920,Modify PRC Paper as Required,21-May-26,21-May-26,1,21-May-26,21-May-26,1,1,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1770,Gate B+ PRC Paper Approval,,21-May-26,0,,21-May-26,0,0,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.1140,Gate B+ Approved,,21-May-26,0,,21-May-26,0,0,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.2510,## HYB Low Deacy Heat: B+ - B++ Phase Funding - (Cost Summary)  ##,21-May-26,06-May-27,243,21-May-26,06-May-27,243,243,0%,230,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.2690,HYB Low Decay Heat: Commence Supporting References or Supporting EC's,,21-May-26,0,,21-May-26,0,0,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1930,TOR Low Decay Heat: Commence Supporting References or Supporting EC's,,21-May-26,0,,21-May-26,0,0,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1970,## TOR Low Deacy Heat: B+ - B++ Phase Funding - (Cost Summary)  ##,21-May-26,06-May-27,243,21-May-26,06-May-27,243,243,0%,230,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1940,Gate B+ Approved,,21-May-26,0,,21-May-26,0,0,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1950,Gate B+ PRC Paper Approval,,21-May-26,0,,21-May-26,0,0,0%,0,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.2400,HYB Enhanced Defueling Rate: Verification of the case - First Round Comments (using BARRIER MODEL),22-May-26,19-Jun-26,20,22-May-26,19-Jun-26,20,20,0%,395,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.2860,HYB  Low Decay Heat: Produce Supporting References Author / Verify / Approve,22-May-26,17-Jul-26,40,22-May-26,17-Jul-26,40,40,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1960,TOR  Low Decay Heat: Produce Supporting References Author / Verify / Approve,22-May-26,17-Jul-26,40,22-May-26,17-Jul-26,40,40,0%,0,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1980,TOR Enhanced Defueling Rate: Verification of the case - First Round Comments (using BARRIER MODEL),22-May-26,19-Jun-26,20,22-May-26,19-Jun-26,20,20,0%,395,OGAH Alima
    W529LT,W529,TOR DPCS Defueling Support,W529.4490,TOR 2026 LSR - Final Report Produced and Issued,24-Jul-26,05-Aug-26,9,28-May-26,09-Jun-26,9,9,0%,1668,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.4490,HYB 2026 LSR - Final Report Produced and Issued,28-May-26,09-Jun-26,9,28-May-26,09-Jun-26,9,9,0%,1668,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25290,Asset Guardian Licences and Support 2026 - 2027,28-May-26,28-May-26,1,28-May-26*,28-May-26,1,1,0%,1420,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.6050,HPB PSR4 Head Doc: ONR Agree/Acknowledge Safety Case EC 374795,,28-Dec-26,0,,29-May-26,0,0,0%,99,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.6060,HPB PSR4 Head Doc: Station Approve EC 374795 - HPB PSR4,,28-Dec-26,0,,29-May-26,0,0,0%,99,OGAH Alima
 Subtotal,,,,,08-May-25,06-May-27,257,01-May-26,06-May-27,257,257,,1437,OGAH Alima
 01-Jun-26,,,,,,,,,,,,,,
    ER7514LT,W161,HPB PSR4,W161.6070,HPB PSR4 Head Doc: Revise all Affected Drawings and Documents for EC Approval,29-Dec-26,12-Jan-27,10,01-Jun-26,12-Jun-26,10,10,0%,99,OGAH Alima
    W526LT,W526,HYB DPCS Defueling Support,W526.10530,HYB 2026 S13R8 - Testing,01-Jun-26,28-Oct-26,107,01-Jun-26,28-Oct-26,107,107,0%,1505,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25560,Update LSR,02-Jun-26,08-Jun-26,5,02-Jun-26,08-Jun-26,5,5,0%,1412,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25680,DNB 2026 2.10 - Installation R2,08-Jun-26,19-Jun-26,10,08-Jun-26,19-Jun-26,10,10,0%,1404,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25570,Issue Complete LSR,09-Jun-26,09-Jun-26,1,09-Jun-26,09-Jun-26,1,1,0%,1412,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25940,DNB 2026 Issue Complete LSR,,09-Jun-26,0,,09-Jun-26,0,0,0%,1412,OGAH Alima
    ER7582LT,W196,HYA DPCS Defueling Support,W196.6340,HYA 2025 - Installation R1,10-Jun-26,30-Jun-26,15,10-Jun-26*,30-Jun-26,15,15,0%,1144,OGAH Alima
    ER7581LT,W195,HRA DPCS Defueling Support,W195.25650,HRA 2025  - Installation R1,10-Jun-26,30-Jun-26,15,10-Jun-26,30-Jun-26,15,15,0%,1144,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.6080,HPB PSR4 Head Doc: Develop Implementation & closeout Plan,13-Jan-27,26-Jan-27,10,15-Jun-26,26-Jun-26,10,10,0%,99,OGAH Alima
    W155LT,W155,HRA Security,W155.3730,>>> MIRROR INCOMING ENABLER (W224) Fuel Handling Enhanced SCs INSA Finally Approved,,19-Jun-26,0,,19-Jun-26*,0,0,0%,91,OGAH Alima
    ER7743LT,W527,DNB DPCS Defueling Support,W527.25800,DNB 2026 2.10 - Installation R22,,19-Jun-26,0,,19-Jun-26,0,0,0%,1404,OGAH Alima
    W155LT,W155,HRA Security,W155.2380,Revise SPPI File Against Issued Enhanced Safety Cases (W224),22-Jun-26,26-Jun-26,5,22-Jun-26,26-Jun-26,5,5,0%,126,OGAH Alima
    W155LT,W155,HRA Security,W155..3220,Revise Flasks SPPI File Against Issued Enhanced Safety Cases,22-Jun-26,26-Jun-26,5,22-Jun-26,26-Jun-26,5,5,0%,91,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.2390,HYB Enhanced Defueling Rate: Incorporate all stakeholder comments,22-Jun-26,26-Jun-26,5,22-Jun-26,26-Jun-26,5,5,0%,395,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.1990,TOR Enhanced Defueling Rate: Incorporate all stakeholder comments,22-Jun-26,26-Jun-26,5,22-Jun-26,26-Jun-26,5,5,0%,395,OGAH Alima
    ER7580LT,W194,HPB DPCS Defueling Support,W194.25710,Decommission Reference Rig,13-Jul-26,07-Sep-26,30,25-Jun-26,05-Aug-26,30,30,0%,299,OGAH Alima
    W155LT,W155,HRA Security,W155..2390,Review and Update SPORS,29-Jun-26,03-Jul-26,5,29-Jun-26,03-Jul-26,5,5,0%,126,OGAH Alima
    W155LT,W155,HRA Security,W155.3230,Review and Update SPORS,29-Jun-26,03-Jul-26,5,29-Jun-26,03-Jul-26,5,5,0%,91,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.6090,HPB PSR4 Head Doc: Post Job Debrief (CAT 2),27-Jan-27,27-Jan-27,1,29-Jun-26,29-Jun-26,1,1,0%,99,OGAH Alima
    W730LT_UN,W730,HYB Enhanced Defueling Safety Cases,W730.2360,HYB Enhanced Defueling Rate: Final Verification,29-Jun-26,03-Jul-26,5,29-Jun-26,03-Jul-26,5,5,0%,395,OGAH Alima
    W731LT_UN,W731,TOR Enhanced Defueling Safety Cases,W731.2000,TOR Enhanced Defueling Rate: Final Verification,29-Jun-26,03-Jul-26,5,29-Jun-26,03-Jul-26,5,5,0%,395,OGAH Alima
    ER7514LT,W161,HPB PSR4,W161.2100,Hold Project Closeout and Lessons Learned Meeting,28-Jan-27,28-Jan-27,1,30-Jun-26,30-Jun-26,1,1,0%,99,OGAH Alima
